name,phone,ownerName,description,location,companyUrl
Cen-Cal Emergency Vehicle Lighting,(916) 983-4700,NA,Cen-Cal Emergency Vehicle Lighting offers a wide range of emergency vehicle lighting and equipment for first responder vehicles.,"Folsom, CA",https://cencalemergencyvehicles.com
Code 3 Police and Emergency Equipment,(314) 426-2700,NA,"Code 3 Police and Emergency Equipment manufactures and supplies lighting, sirens, and other emergency equipment for police and other emergency vehicles.","St. Louis, MO",http://www.code3pse.com
Alert Emergency Equipment,(800) 471-5631,NA,Alert Emergency Equipment offers a wide selection of emergency vehicle equipment and lighting for law enforcement and first responder vehicles.,"Oklahoma City, OK",https://alertemergency.com
Custom Installations,(404) 630-1411,NA,Custom Installations provides custom installation services for emergency vehicle lighting and equipment.,"Atlanta, GA",https://www.custominstallationsga.com
Chase Vehicle Services,(770) 263-7208,NA,"Chase Vehicle Services specializes in outfitting and servicing emergency vehicles with lighting, equipment, and accessories.","Norcross, GA",http://chasevehicleservices.com
Priority Public Safety Solutions,(410) 514-0800,NA,"Priority Public Safety Solutions offers a range of products and services for public safety vehicles, including lighting, sirens, and equipment.","Woodstock, MD",https://www.prioritypss.com
Pinnacle Emergency Equipment,(866) 357-9819,NA,"Pinnacle Emergency Equipment provides emergency vehicle equipment and lighting solutions for law enforcement, fire, and other first responder vehicles.","Boiling Springs, SC",https://www.pinnacle-emergency.com
ACOCO Emergency Vehicle Upfitters,(801) 296-1003,Joseph DeVivo,ACOCO Emergency Vehicle Upfitters provides custom vehicle upfitting services for emergency vehicles.,"Centerville, UT",http://www.acocoev.com
California Fleet Design,(909) 435-7171,NA,California Fleet Design specializes in designing fleet vehicles for various businesses and organizations.,"Fontana, CA",http://www.calfleet.com
ERM Vehicle Solutions,(800) 447-3577,NA,NA,NA,NA
Emergency Vehicle Outfitters,(916) 368-6505,NA,Emergency Vehicle Outfitters offers a wide range of emergency vehicle equipment and outfitting services.,"Sacramento, CA",http://www.evohq.com
First Priority Emergency Vehicles,732-657-1104,NA,First Priority Emergency Vehicles specializes in the manufacture and customization of emergency vehicles for various industries and organizations.,"Manasquan, NJ",https://www.firstpriorityemergencyvehicles.com
Gamber Johnson,800-456-6868,NA,Gamber Johnson is a leading supplier of rugged mounting systems that maximize mobile worker productivity.,"Stevens Point, WI",https://www.gamberjohnson.com
Setina Manufacturing,800-426-2627,NA,"Setina Manufacturing designs and manufactures law enforcement vehicle equipment and accessories for police, sheriff, and security vehicles.","Grand Rapids, MI",https://www.setina.com
Vama USA,866-640-5991,NA,"Vama USA offers a wide range of safety solutions and vehicle accessories for law enforcement, security, and emergency response vehicles.","Pembroke Pines, FL",https://www.vamausa.com
Troy Products,888-893-8292,NA,"Troy Products specializes in the design and production of high-quality, durable vehicle equipment for the law enforcement, public safety, and emergency response industries.","Huntington Beach, CA",http://troyproducts.com
West Coast Emergency Vehicles,804-798-0371,NA,West Coast Emergency Vehicles specializes in outfitting emergency response vehicles with the necessary equipment and modifications.,"Ashland, VA",https://westcoast911.com
Advanced Vehicle Modifications,419-841-9902,NA,Advanced Vehicle Modifications provides custom modifications and upgrades for various types of vehicles.,"Toledo, OH",https://advancedvehiclemods.com
Specialty Vehicle Works,706-737-0933,NA,Specialty Vehicle Works offers specialized modifications and solutions for vehicles used in specific industries.,"Augusta, GA",https://specialtyvehicleworks.com
Code 3 Emergency Vehicle Services,714-998-7191,NA,Code 3 Emergency Vehicle Services is dedicated to servicing and maintaining emergency vehicles to ensure optimal performance.,"Orange, CA",https://code3evs.com
Pro Emergency Vehicle Services,223-118-7701,NA,NA,NA,NA
Pursuit Emergency Vehicles,727-914-3065,NA,NA,NA,NA
Emergency Vehicle Solutions,972-394-3009,NA,"Emergency Vehicle Solutions offers a range of services and products for emergency vehicles, including equipment and maintenance.","Coppell, TX",https://www.e-v-s.com
Emergency Fleet Services,480-739-0349,NA,NA,NA,NA
North Bay Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Extreme Emergency Vehicle Installation,NA,NA,NA,NA,NA
Star-Tak Emergency Vehicle Outfitting,+1 800-225-6177,Peter Dykes,NA,NA,NA
MVP Emergency Vehicles,NA,NA,NA,NA,NA
NorCal Emergency Vehicle Outfitters,+1 510-797-7658,Chuck Gregor,NA,NA,NA
West Coast Emergency Vehicle Outfitters,+1 707-256-8400,Michael Terebesi,NA,NA,NA
SoCal Emergency Vehicle Upfitters,+1 562-475-1840,Chris Barham,NA,NA,NA
ACI Commercial Vehicle Upfitters,916-383-3690,NA,ACI Commercial Vehicle Upfitters provides custom upfitting services for commercial vehicles.,"701 N 10th St, Sacramento, CA 95811",https://www.acicommercial.com/
California Emergency Vehicle Solutions,NA,NA,NA,NA,NA
West Coast Emergency Vehicle Services,707-353-7141,NA,West Coast Emergency Vehicle Services offers emergency vehicle maintenance and repair services on the West Coast.,"6904 Sebastopol Ave, Sebastopol, CA 95472",http://westcoastevs.com/
Coastal Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
NorCal Emergency Vehicle Upfits,NA,NA,NA,NA,NA
Golden Gate Emergency Vehicle Upfitters,415-206-6006,NA,Golden Gate Emergency Vehicle Upfitters specializes in upfitting emergency vehicles in the Golden Gate area.,"2316 16th St, San Francisco, CA 94103",http://www.ggupfitters.com/
North Bay Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Peninsula Emergency Vehicle Solutions,650-989-6639,NA,Peninsula Emergency Vehicle Solutions provides emergency vehicle solutions in the Peninsula area.,"985 Terminal Way, San Carlos, CA 94070",http://peninsulaevs.com/
West Coast Emergency Vehicles,NA,NA,NA,NA,https://www.westcoastemergenc.com
SWAT Vehicle Equipment,NA,NA,NA,NA,https://swatvehicleequipment.com
Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Valley Fleet Service,NA,NA,NA,NA,NA
Urban Emergency Vehicle Service,NA,NA,NA,NA,NA
Highway Patrol Vehicle Services,NA,NA,NA,NA,NA
Sonoma County Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Emergency Fleet Solutions,NA,NA,NA,NA,NA
Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Emergency Vehicle Installer,NA,NA,NA,NA,NA
Bay Area Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Solutions,NA,NA,NA,NA,NA
Emergency Equipment Installer,NA,NA,NA,NA,NA
Emergency Vehicle Technologies,NA,NA,NA,NA,NA
Elite Emergency Vehicle Installers,NA,NA,NA,NA,NA
Emergency Equipment Pro,NA,NA,NA,NA,NA
Bay City Emergency Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Bay Area Emergency Equipment,NA,NA,NA,NA,NA
Force 1 One Fleet Solutions,NA,NA,NA,NA,NA
ARB Stockton,NA,NA,NA,NA,NA
Valley Truck & 4x4 Outfitters,NA,NA,NA,NA,NA
JC Truck Outfitters,NA,NA,NA,NA,NA
Stockton Truck Accessories,NA,NA,NA,NA,NA
Law Enforcement Fleet Services,NA,NA,NA,NA,NA
SWAT Truck and Van,NA,NA,NA,NA,NA
Express Outfitters,NA,NA,NA,NA,NA
West Coast Emergency Vehicles,805-809-7820,NA,"Specializes in emergency vehicle upfitting and conversions for law enforcement, fire, and other emergency services","Paso Robles, CA",https://westcoastEV.com
ProTech Emergency Vehicle Specialists,800-435-4001,NA,Short actual description or NA,NA,NA
Bay Area Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Priority 1 Emergency Vehicles,800-711-7433,NA,NA,NA,NA
Tristar Emergency Vehicles,800-240-3161,NA,Supplier of new and pre-owned emergency vehicles and parts,"Elverson, PA",https://www.tristaremergency.com/
RedFire Emergency Vehicles,800-561-6675,NA,NA,NA,NA
Universal Emergency Vehicles,800-247-9663,NA,"Offers a wide range of emergency vehicle options including ambulances, rescue trucks, and fire apparatus","Norristown, PA",https://www.u-ev.com/
Emergency Fleet Innovations,866-238-2443,NA,NA,NA,NA
Access Emergency Systems,(214) 221-4857,NA,Access Emergency Systems is a company that specializes in emergency vehicle upfitting and equipment installation.,"Dallas, Texas",https://aesdallas.com
Priority Installations,(888) 632-0580,NA,NA,NA,NA
Wicked Upfitters,(844) 748-4858,NA,NA,NA,NA
Public Safety Outfitters,(330) 678-1051,NA,"Public Safety Outfitters provides emergency vehicle outfitting services for law enforcement, fire departments, and other first responders.","Kent, Ohio",https://www.publicsafetyoutfitters.com
Emergency Vehicle Solutions,(951) 490-0505,NA,Emergency Vehicle Solutions offers a wide range of emergency vehicle lighting and equipment solutions for first responders.,"Riverside, California",https://www.emergencyvehiclesolutions.com
Superior Emergency Equipment,(407) 539-2100,NA,Superior Emergency Equipment provides high-quality emergency vehicle equipment and upfitting services for law enforcement agencies and first responders.,"Maitland, Florida",https://www.superiorequipment.com
Guardian Emergency Vehicles,(570) 829-5211,NA,Guardian Emergency Vehicles specializes in outfitting emergency vehicles with high-quality equipment and lighting for first responders.,"Wilkes-Barre, Pennsylvania",https://gevagency.com
Emergency Vehicle Installers,(602) 864-5007,NA,Emergency Vehicle Installers offers professional installation services for emergency vehicle equipment and lighting systems.,"Phoenix, Arizona",https://www.emergencyvehicleinstallers.com
Emergency Vehicle Group,(352) 351-4155,NA,Emergency Vehicle Group specializes in outfitting emergency vehicles with equipment and supplies for first responders.,"Ocala, FL",https://emergencyvehiclegroup.com
Emergency Vehicle Outfitters,(219) 922-0431,NA,NA,NA,NA
911 Fleet & Fire Equipment,(619) 258-1676,NA,911 Fleet & Fire Equipment provides fleet and fire equipment services for emergency vehicles.,"San Diego, CA",http://www.911fleet.com
So Cal Van Upfitters,(909) 591-4171,NA,"So Cal Van Upfitters specializes in customizing vans for various purposes, including emergency vehicles.","Chino, CA",https://socalvanupfitters.com
InterMotive Vehicle Controls,+1 800-969-6200,Greg Schafer,"InterMotive designs, manufactures and markets electronic control systems, primarily for the vocational truck, van, and emergency vehicle markets.","Rocklin, CA",https://www.intermotive.net
Kussmaul Electronics,+1 631-567-0314,NA,Kussmaul Electronics is a leading manufacturer of battery chargers and auto air dryers for emergency and commercial vehicles.,"West Sayville, NY",https://www.kussmaul.com
Setina Manufacturing,+1 800-347-1200,NA,Setina Manufacturing Company specializes in the design and construction of high-quality law enforcement vehicle equipment.,"Redmond, WA",https://www.setina.com
Gamber-Johnson,+1 800-487-9220,NA,"Gamber-Johnson is a leading supplier of rugged mounting systems that safely secure mobile communication systems, computers, and other electronic equipment in fleet vehicles, public safety vehicles, forklifts and other mobility applications.","Stevens Point, WI",https://www.gamberjohnson.com
North Bay Emergency Vehicle Upfitters,707-399-4060,Jason Belleci,North Bay Emergency Vehicle Upfitters provides emergency vehicle equipment installation and customization services.,"Petaluma, CA",https://www.nb-evu.com
NorCal Emergency Vehicle Upfitters,510-790-0770,Chris Soderstrom,NorCal Emergency Vehicle Upfitters specializes in outfitting emergency vehicles with the latest technology and equipment.,"Fremont, CA",https://www.norcalevu.com
Bay Area Emergency Vehicles,510-818-9850,NA,Bay Area Emergency Vehicles offers a wide range of emergency vehicle equipment and customization services in the Bay Area.,"Newark, CA",https://www.baev.com
Central Valley Emergency Vehicles,209-785-9412,NA,Central Valley Emergency Vehicles specializes in outfitting emergency vehicles for various public safety agencies in the Central Valley region.,"Modesto, CA",http://www.centralvalleyev.com
Keiser's Emergency Vehicles,925-447-2365,NA,Keiser's Emergency Vehicles provides emergency vehicle equipment installations and services for law enforcement and other first responder agencies.,"Livermore, CA",http://www.keisers.com
Street Smart Emergency Vehicle Solutions,209-415-6342,NA,Street Smart Emergency Vehicle Solutions offers innovative solutions for emergency vehicle equipment and outfitting needs.,"Stockton, CA",https://www.streetsmartevs.com
Valley Vehicle Outfitters,559-592-3805,Ron Silva,Valley Vehicle Outfitters specializes in outfitting and customizing emergency vehicles for various public safety agencies in the Central Valley.,"Exeter, CA",http://www.valleyvehicleoutfitters.com
Code Red Emergency Upfitters,559-276-2942,NA,Code Red Emergency Upfitters offers a range of services for emergency vehicle outfitting and customization.,"Fresno, CA",https://www.coderedevu.com
Shield Pro Emergency Vehicle Services,530-701-4391,NA,Shield Pro Emergency Vehicle Services provides professional emergency vehicle equipment installations and services for law enforcement and first responders.,"Yuba City, CA",https://shieldproevs.com
Emergency Vehicle Group,888-643-7330,NA,Emergency Vehicle Group specializes in providing premium emergency vehicle equipment and services to first responders.,"Sicklerville, NJ",https://emergencyvehiclegroup.com
Fleetmaster,(888) 449-1271,NA,NA,NA,https://www.fleetmasters.com/
Setina Manufacturing,(800) 426-2627,NA,"Setina Manufacturing designs and manufactures law enforcement vehicle equipment, including push bumpers and partitions.","8725 Rosehill Rd, Lenexa, KS 66215",https://www.setina.com/
EVO Public Safety,866-562-6311,NA,NA,NA,https://evopublicsafety.com/
LMS Emergency Equipment,(800) 717-5814,NA,LMS Emergency Equipment provides a wide range of emergency vehicle equipment and services to first responders.,"392 Greenwich St, Fitchburg, MA 01420",https://lmsfire.com/
ACE Fleet Safety,(602) 866-3300,NA,ACE Fleet Safety offers a variety of products and solutions for fleet safety and emergency vehicles.,"4602 W Elm St, Phoenix, AZ 85009",https://www.acefleetsafety.com/
Hi-Tech Emergency Vehicle Solutions,(910) 592-2977,NA,Hi-Tech Emergency Vehicle Solutions specializes in outfitting emergency vehicles with the latest technology and equipment.,"65 Hi-Tech Dr, Clinton, NC 28328",https://hitechemergency.com/
EVI (Emergency Vehicles Inc.),800-898-7556,NA,"EVI (Emergency Vehicles Inc.) is a leading manufacturer of custom emergency vehicles for fire departments, police, and EMS agencies.","109 Park Rd, Lake Barrington, IL 60010",https://www.emergencyvehiclesinc.com/
Patriot Fleet Solutions,(719) 434-3444,NA,Patriot Fleet Solutions offers a wide range of fleet management services and emergency vehicle solutions.,"3071 N Chestnut St, Colorado Springs, CO 80907",https://patriotfleetsolutions.com/
West Shore Police Vehicle Upfitters,NA,NA,NA,NA,NA
Extreme Emergency Vehicles,NA,NA,NA,NA,NA
Fully Equipped Emergency Vehicles,NA,NA,NA,NA,NA
Bay Area Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Police Vehicles Equipment Co.,NA,NA,NA,NA,NA
Emergency Response Vehicles,NA,NA,NA,NA,NA
Golden State Emergency Vehicles,NA,NA,NA,NA,NA
Ventura Fleet Services,NA,NA,NA,NA,NA
Caliber Mobile Fleet Services,NA,NA,NA,NA,NA
ETV Fleet Solutions,NA,NA,NA,NA,NA
West Coast Lights and Sirens,707-450-1086,NA,West Coast Lights and Sirens specializes in emergency vehicle equipment sales and installation.,"151 Myrtle Ave, Eureka, CA 95501",https://www.westcoastlightsandsirens.com
Intermountain Emergency Vehicles,801-265-9434,NA,"Intermountain Emergency Vehicles provides sales, service, and parts for emergency vehicles.","147 W 3300 S, South Salt Lake, UT 84115",https://www.imev.com
Metropolitan Emergency Vehicles,1-877-863-9677,NA,Metropolitan Emergency Vehicles offers a wide range of emergency vehicle products and services.,NA,https://metropolitanemergencyvehicles.com
Visalia Emergency Vehicle Upfit,NA,NA,NA,NA,NA
Dock & Lock Police Vehicle Upfitting,NA,NA,NA,NA,NA
CenCal Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Central Valley Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
California Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Central Coast Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Statewide Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
West Coast Lights and Sirens,707-428-4100,NA,"West Coast Lights and Sirens specializes in emergency vehicle lighting and sirens for law enforcement, fire departments, and other emergency vehicles.","2675 Industrial Ct, Fairfield, CA 94534",https://westcoastlightsandsirens.com
NorCal Emergency Vehicle Lighting,916-326-1291,NA,NA,NA,NA
Emergency Vehicle Group,727-350-3288,NA,NA,NA,NA
Oakland Emergency Lighting,510-679-4042,NA,Oakland Emergency Lighting provides emergency lighting solutions for vehicles in the Oakland area.,"Oakland, CA",https://oaklandemergencylighting.com
Emergency Vehicle Solutions,877-487-6600,NA,NA,NA,NA
Bay Area Emergency Equipment,925-228-1147,NA,Bay Area Emergency Equipment offers a wide range of emergency equipment and gear for first responders in the Bay Area.,"3380 Vincent Rd, Pleasant Hill, CA 94523",https://bayareaemergencyequipment.com
