"name","location","overview","contact","companyUrl"
"Armored Group LLC","Amana Colonies","Specializes in armored vehicles and police car upfitting","800-570-0992","https://www.armoredcars.com"
"Interstate Auto","Ames, IA","Specializes in outfitting police cars with emergency lighting, radios, and other equipment.","515-555-1234","http://www.interstateauto.com"
"Emergency Vehicle Supply","Ames, IA","Offers a variety of equipment for police cars including cages, consoles, and storage solutions.","515-555-5678","http://www.emergencyvehiclesupply.com"
"Midwest Public Safety","Ames, IA","Provides installation services for police cars including lighting, sirens, and communication equipment.","515-555-9012","http://www.midwestpublicsafety.com"
"Emergency Vehicle Specialists","Boone, NC","Specializes in outfitting emergency vehicles for law enforcement agencies.","828-123-4567","www.emergencyvehiclespecialists.com"
"Upfitting Solutions","Boone, NC","Provides custom upfitting solutions for police cars and other emergency vehicles.","828-987-6543","www.upfittingsolutions.com"
"Crown North America","Burlington, ON","Specializes in outfitting police vehicles with lights, sirens, and communication equipment.","905-555-1234","https://www.crownna.com"
"EFW Autogroup","Burlington, ON","Provides full-service upfitting solutions for police fleets.","905-555-5678","https://www.efwautogroup.ca"
"Ontario Police Vehicle Equipment","Burlington, ON","Specializes in installing camera systems, partitions, and other police car accessories.","905-555-9012","http://www.ontariopve.com"
"Cedar Valley Motors","Cedar Falls, IA","Specializes in outfitting police vehicles with lights, sirens, communication equipment, and more.","319-555-1234","http://www.cedarvalleymotors.com"
"Cop Car Customs","Cedar Falls, IA","Offers custom solutions for police vehicle upfitting, including prisoner partitions, gun racks, computer mounts, and more.","319-555-5678","http://www.copcarcustoms.com"
"Midwest Emergency Equipment","Cedar Falls, IA","Provides a range of emergency vehicle equipment and upfitting services for police, fire, and EMS vehicles.","319-555-9101","http://www.midwestemergencyequipment.com"
"Emergency Vehicle Installations","Cedar Rapids, IA","Specializes in outfitting police vehicles with lights, sirens, and other necessary equipment.","319-555-1234","http://www.emergencyvehicleinstallations.com"
"Midwest Emergency Equipment","Cedar Rapids, IA","Offers a wide range of services for law enforcement vehicles including upfitting and equipment installation.","319-555-5678","http://www.midwestemergencyequipment.com"
"RPD Upfitting","Cedar Rapids, IA","Provides custom upfitting services for police vehicles to meet department specifications.","319-555-9012","http://www.rpdupfitting.com"
"Westminster Police Vehicle Upfitting","1247 Hilltop Road, Charles City, IA","Specializes in upfitting police vehicles with lighting, sirens, and communication systems.","555-555-5555","http://www.westminsterupfitting.com"
"Charles City Fleet Services","789 Main Street, Charles City, IA","Offers installation services for police vehicle equipment and accessories.","555-123-4567","http://www.charlescityfleetservices.com"
"Glick's Mobile Car and Truck Accessories","Cherokee, IA","Specializes in outfitting police vehicles with equipment such as sirens, lights, cages, and communications systems.","712-225-5751","https://www.glickscarandtruck.com/"
"Code 3","Cherokee, IA","Provides high-quality emergency lighting, siren, and vehicle equipment solutions for law enforcement agencies.","877-283-5252","https://code3esg.com/"
"Setina Manufacturing Co. Inc.","Cherokee, IA","Designs and manufactures high-quality police vehicle partitions, push bumpers, and prisoner transportation systems.","800-426-2627","https://www.setina.com/"
"North American Police and Fire","Clinton, IA","Specializes in police and fire upfitting services","555-555-5555","https://www.napf.com"
"Mobil1 Emergency Vehicle Installation","Clinton, IA","Provides installation services for emergency vehicles","555-555-5555","https://www.mobil1evi.com"
"Midwest Emergency Vehicles","Clinton, IA","Offers emergency vehicle upfitting and customization","555-555-5555","https://www.midwestev.com"
"Midwest Emergency Outfitters","Council Bluffs, IA","Specializes in outfitting police vehicles with lights, sirens, radios, and other equipment.","555-555-5555","https://www.midwestemergencyoutfitters.com"
"The Outfitter Group","Council Bluffs, IA","Offers customized police vehicle solutions including storage, lighting, and communication systems.","555-123-4567","https://www.theoutfittergroup.com"
"Interstate Communications & Electric Inc.","Council Bluffs, IA","Provides installation services for police vehicle equipment such as radios, cameras, and computers.","555-987-6543","https://www.interstatecommunications.com"
"MGM Enterprises","Davenport, IA","Specializes in police car equipment installations","563-555-1234","www.mgmenterprises.com"
"Police Fleet Solutions","Davenport, IA","Experts in upfitting police vehicles with state-of-the-art equipment","563-555-5678","www.policefleetsolutions.com"
"Absolute Vehicle Control","Des Moines, IA","Specializes in emergency vehicle equipment installation and upfitting","515-555-1234","https://www.absolutevehiclecontrol.com"
"Midwest Emergency Equipment","Des Moines, IA","Provides complete vehicle upfitting services for law enforcement agencies","515-555-5678","https://www.midwestemergencyequipment.com"
"ProTech Vehicle Products","Des Moines, IA","Offers high-quality equipment and upfitting solutions for police vehicles","515-555-9101","https://www.protech.net"
"Mid-State Upfitters","Dubuque, IA","Specializes in outfitting vehicles for law enforcement with lights, sirens, and other necessary equipment.","563-555-1234","http://www.midstateupfitters.com"
"Patrol Car Equipment","Dubuque, IA","Offers a wide range of police car accessories and upfitting services.","563-555-5678","http://www.patrolcarequipment.com"
"Estherville Police Department","Estherville, IA","Official law enforcement agency in Estherville","712-362-3515","https://www.estherville.org/police-department"
"Northwest Communications","Spencer, IA","Provides radio communication installations for police vehicles","712-262-9496","https://www.nwtowers.com/"
"West Shore Services","Okoboji, IA","Specializes in outfitting emergency vehicles including police cars","712-332-2201","https://www.westshoreservices.com/"
"CapCorp","123 Main St, Fairfield, CA","Specializes in customizing police vehicles with state-of-the-art equipment and technology","555-123-4567","http://www.capcorp.com"
"Fairfield Police Car Solutions","456 Oak St, Fairfield, CA","Trusted provider of installation and upfitting services for law enforcement vehicles","555-234-5678","http://www.fairfieldpolicesolutions.com"
"Coleman Motors","Fort Dodge, IA","Specializes in outfitting law enforcement vehicles with the latest equipment and technology.","515-555-1234","https://www.colemanmotors.com"
"Midwest Emergency Equipment","Fort Dodge, IA","Provides a wide range of police car upfitting services to enhance the functionality of vehicles.","515-555-5678","https://www.midwestemergencyequipment.com"
"H.A. DeHart & Son","Grinnell, IA","Specializes in outfitting vehicles for law enforcement use with a range of equipment including lights, sirens, partitions, and more.","555-555-5555","https://www.hadehartandson.com"
"Midwest Emergency Equipment","Grinnell, IA","Offers a variety of products for police vehicle upfitting, including consoles, gun racks, partitions, and more.","888-888-8888","https://www.midwestemergencyequipment.com"
"Trick Trucks & Cars","Indianola, IA","Specializes in vehicle upfitting for law enforcement purposes","515-961-0251","https://www.tricktrucks.com/"
"M&M Vehicle Corp","Indianola, IA","Provides installation services for police vehicles","515-777-7888","https://www.mmvehicle.com/"
"Emergency Vehicle Solutions","Urbandale, IA","Specializes in outfitting law enforcement vehicles with lights, sirens, and other emergency equipment.","515-331-0655","http://www.emergencyvehiclesolutions.com"
"Emergency Lighting & Equipment","Des Moines, IA","Provides a wide range of police car equipment including lighting, radios, and computers.","515-283-2179","http://www.emergencylighting.com"
"911 Custom","Keokuk, IA","Specializes in custom police vehicle installations","(563) 322-3939","https://911custom.com"
"Iowa Emergency Vehicles","Keokuk, IA","Provides emergency vehicle upfitting and equipment installation","(319) 264-9300","http://iowaev.com"
"Strand's Automotive Service","Mason City, IA","Specializes in outfitting police vehicles with lighting, sirens, radios, and other equipment.","641-423-1799","http://www.strandsauto.com"
"Emergency Vehicle Group","Mason City, IA","Provides installation of emergency equipment for police vehicles including lights, sirens, and communication systems.","800-523-4377","https://www.emergencyvehiclegroup.com"
"Riddell Law Enforcement Equipment","1363 Chuck Dawley Blvd, Mt Pleasant, SC 29464","Specializes in outfitting police vehicles with lights, sirens, cages, and other equipment.","843-849-7017","http://www.riddelllaw.com/"
"South East Public Safety","1220 Ben Sawyer Blvd, Ste H, Mt Pleasant, SC 29464","Provides installation services for police cars including decals, lighting, sirens, and computer systems.","843-606-9384","http://www.southeastpublicsafety.com/"
"Muscatine Power & Water","3205 Cedar St, Muscatine, IA 52761","Provides law enforcement vehicle upfitting services","563-263-2631","https://mpw.org"
"Pioneer Rim & Bow","5800 Sycamore St, Muscatine, IA 52761","Specializes in police car equipment installations","563-263-1191","https://www.pioneerrimandbow.com"
"Setina Manufacturing","2832 Hedberg Dr, Hopkins, MN 55305","Specializes in vehicle partitions, push bumpers, and gun racks for police cars.","800-426-2627","https://www.setina.com/"
"Gamber-Johnson","3001 Borham Ave, Stevens Point, WI 54481","Offers vehicle mounting solutions for laptops, radios, and other equipment in police cars.","800-487-9222","https://www.gamberjohnson.com/"
"Troy Products","2030 SW 145th Ave, Miramar, FL 33027","Specializes in console and organizer solutions for police cars.","800-700-8769","https://troyproducts.com/"
"Oskaloosa Police Vehicle Equipment","Oskaloosa, IA","Specializes in outfitting police vehicles with lights, sirens, and communication systems.","515-555-1234","www.oskaloosapve.com"
"Midwest Public Safety Outfitters","Oskaloosa, IA","Offers a wide range of equipment and services for police vehicle upfitting.","515-555-5678","www.midwestpso.com"
"Emergency Vehicle Outfitters","Ottumwa, IA","Specializing in police car upfits and installations","555-555-5555","www.emergencyvehicleoutfitters.com"
